gene	Family	Type
SoffiXsponR570.06Eg019700	MYB-related	TFF
SoffiXsponR570.06Eg019700	MYB	TFF
SoffiXsponR570.06Eg019900	MYB	TFF
SoffiXsponR570.06Eg028800	AP2-EREBP	TFF
SoffiXsponR570.06Eg038400	WRKY	TFF
SoffiXsponR570.06Eg039500	bHLH	TFF
SoffiXsponR570.06Eg039700	bHLH	TFF
SoffiXsponR570.06Eg039800	MYB	TFF
SoffiXsponR570.06Eg044100	MYB-related	TFF
SoffiXsponR570.06Eg044600	Top	TFF
SoffiXsponR570.06Eg048000	GRAS	TFF
SoffiXsponR570.06Eg056200	Top	TFF
SoffiXsponR570.06Eg068500	WRKY	TFF
SoffiXsponR570.06Eg069300	AUX/IAA	OTR
SoffiXsponR570.06Eg071100	MYB-related	TFF
SoffiXsponR570.06Eg077900	AUX/IAA	OTR
SoffiXsponR570.06Eg078400	GNAT	OTR
SoffiXsponR570.06Eg080100	bHLH	TFF
SoffiXsponR570.06Eg086300	WRKY	TFF
SoffiXsponR570.06Eg087100	AP2-EREBP	TFF
SoffiXsponR570.06Eg088900	MYB	TFF
SoffiXsponR570.06Eg090900	FHA	TFF
SoffiXsponR570.06Eg103700	NAC	TFF
SoffiXsponR570.06Eg107100	AP2-EREBP	TFF
SoffiXsponR570.06Eg111600	TRAF	OTR
SoffiXsponR570.06Eg114000	mTERF	OTR
SoffiXsponR570.06Eg114900	mTERF	OTR
SoffiXsponR570.06Eg119400	MYB-related	TFF
SoffiXsponR570.06Eg119800	MED26	OTR
SoffiXsponR570.06Eg122100	Alfin-like	TFF
SoffiXsponR570.06Eg122900	AP2-EREBP	TFF
SoffiXsponR570.06Eg123400	SWI/SNF-BAF60b	OTR
SoffiXsponR570.06Eg123600	NAC	TFF
SoffiXsponR570.06Eg123900	MADS	TFF
SoffiXsponR570.06Eg124900	GRAS	TFF
SoffiXsponR570.06Eg125200	NAC	TFF
SoffiXsponR570.06Eg132300	TUB	TFF
SoffiXsponR570.06Eg134000	OFP	TFF
SoffiXsponR570.06Eg134100	OFP	TFF
SoffiXsponR570.06Eg134300	MYB-related	TFF
SoffiXsponR570.06Eg134400	MYB-related	TFF
SoffiXsponR570.06Eg134500	NAC	TFF
SoffiXsponR570.06Eg135300	bZIP	TFF
SoffiXsponR570.06Eg135400	C2H2	TFF
SoffiXsponR570.06Eg138800	HB	TFF
SoffiXsponR570.06Eg138900	bHLH	TFF
SoffiXsponR570.06Eg144800	CCAAT	TFF
SoffiXsponR570.06Eg149900	WRKY	TFF
SoffiXsponR570.06Eg152000	WRKY	TFF
SoffiXsponR570.06Fg007400	C2H2	TFF
SoffiXsponR570.06Fg011100	GRAS	TFF
SoffiXsponR570.06Fg011300	GRAS	TFF
SoffiXsponR570.06Fg014100	C2C2-Dof	TFF
SoffiXsponR570.06Fg016000	C2H2	TFF
SoffiXsponR570.06Fg016300	MYB-related	TFF
SoffiXsponR570.06Fg016300	MYB	TFF
SoffiXsponR570.06Fg016500	MYB-related	TFF
SoffiXsponR570.06Fg016500	MYB	TFF
SoffiXsponR570.06Fg021500	SAP	TFF
SoffiXsponR570.06Fg022500	MYB-related	TFF
SoffiXsponR570.06Fg027600	MYB	TFF
SoffiXsponR570.06Fg027700	MYB	TFF
SoffiXsponR570.06Fg031600	bHLH	TFF
SoffiXsponR570.06Fg031700	bHLH	TFF
SoffiXsponR570.06Fg034600	Top	TFF
SoffiXsponR570.06Fg043700	Top	TFF
SoffiXsponR570.06Fg050500	Alfin-like	TFF
SoffiXsponR570.06Fg052100	FHA	TFF
SoffiXsponR570.06Fg058600	AUX/IAA	OTR
SoffiXsponR570.06Fg062500	WRKY	TFF
SoffiXsponR570.06Fg063500	AUX/IAA	OTR
SoffiXsponR570.06Fg065400	MYB-related	TFF
SoffiXsponR570.06Fg067000	bHLH	TFF
SoffiXsponR570.06Fg067100	bHLH	TFF
SoffiXsponR570.06Fg067200	bHLH	TFF
SoffiXsponR570.06Fg068400	MADS	TFF
SoffiXsponR570.06Fg075100	AUX/IAA	OTR
SoffiXsponR570.06Fg083800	CCAAT	TFF
SoffiXsponR570.06Fg088800	WRKY	TFF
SoffiXsponR570.06Fg091500	WRKY	TFF
SoffiXsponR570.06Fg092100	SET	OTR
SoffiXsponR570.06Fg092900	MYB-related	TFF
SoffiXsponR570.06Fg094600	CCAAT	TFF
SoffiXsponR570.06Fg095300	bZIP	TFF
SoffiXsponR570.06Fg099100	GRAS	TFF
SoffiXsponR570.06Fg105300	BSD	TFF
SoffiXsponR570.06Fg106000	TCP	TFF
SoffiXsponR570.06Fg107100	C2C2-Dof	TFF
SoffiXsponR570.06Fg111400	PHD	OTR
SoffiXsponR570.06Fg114600	AUX/IAA	OTR
SoffiXsponR570.06Fg125300	WRKY	TFF
SoffiXsponR570.06Fg133400	ABI3VP1	TFF
SoffiXsponR570.06Fg133400	AP2-EREBP	TFF
SoffiXsponR570.06Fg142100	AUX/IAA	OTR
SoffiXsponR570.06Fg144500	DDT	OTR
SoffiXsponR570.06Fg148600	WRKY	TFF
SoffiXsponR570.06Fg149000	MYB-related	TFF
SoffiXsponR570.06Fg151400	Sigma70-like	TFF
SoffiXsponR570.06Fg154200	WRKY	TFF
SoffiXsponR570.06Fg154400	AP2-EREBP	TFF
SoffiXsponR570.06Fg155400	CCAAT	TFF
SoffiXsponR570.06Fg159700	MYB-related	TFF
SoffiXsponR570.06Fg162700	WRKY	TFF
SoffiXsponR570.06Fg162900	OFP	TFF
SoffiXsponR570.06Fg163100	WRKY	TFF
SoffiXsponR570.06Fg165300	bHLH	TFF
SoffiXsponR570.06Fg166000	Sigma70-like	TFF
SoffiXsponR570.06Fg167800	MYB-related	TFF
SoffiXsponR570.06Fg168600	Sigma70-like	TFF
SoffiXsponR570.06Fg168900	MYB-related	TFF
SoffiXsponR570.06Fg169200	SET	OTR
SoffiXsponR570.06Gg010800	AP2-EREBP	TFF
SoffiXsponR570.06Gg012500	MYB	TFF
SoffiXsponR570.06Gg017900	AP2-EREBP	TFF
SoffiXsponR570.06Gg026100	NAC	TFF
SoffiXsponR570.06Gg037200	mTERF	OTR
SoffiXsponR570.06Gg041600	MYB-related	TFF
SoffiXsponR570.06Gg044800	NAC	TFF
SoffiXsponR570.06Gg045000	Alfin-like	TFF
SoffiXsponR570.06Gg045700	AP2-EREBP	TFF
SoffiXsponR570.06Gg046200	NAC	TFF
SoffiXsponR570.06Gg047600	GRAS	TFF
SoffiXsponR570.06Gg047900	NAC	TFF
SoffiXsponR570.06Gg051600	zf-BED	TFF
SoffiXsponR570.06Gg055600	C2C2-Dof	TFF
SoffiXsponR570.06Gg056200	OFP	TFF
SoffiXsponR570.06Gg056300	OFP	TFF
SoffiXsponR570.06Gg056900	NAC	TFF
SoffiXsponR570.06Gg061600	HB	TFF
SoffiXsponR570.06Gg061700	bHLH	TFF
SoffiXsponR570.06Gg066300	C2H2	TFF
SoffiXsponR570.06Gg068300	CCAAT	TFF
SoffiXsponR570.06Gg072700	FAR1	TFF
SoffiXsponR570.06Gg074200	WRKY	TFF
SoffiXsponR570.06Gg075800	OFP	TFF
SoffiXsponR570.06Gg076800	WRKY	TFF
SoffiXsponR570.06Gg077800	GNAT	OTR
SoffiXsponR570.06Gg078000	ABI3VP1	TFF
SoffiXsponR570.06Gg079700	NOT2_3_5	OTR
SoffiXsponR570.06Gg080900	bZIP	TFF
SoffiXsponR570.06Gg083100	bZIP	TFF
SoffiXsponR570.06Gg084400	CCAAT	TFF
SoffiXsponR570.06Gg086500	AP2-EREBP	TFF
SoffiXsponR570.06Gg095800	BSD	TFF
SoffiXsponR570.06Gg096600	TCP	TFF
SoffiXsponR570.06Gg097500	TUB	TFF
SoffiXsponR570.06Gg101600	PHD	OTR
SoffiXsponR570.06Gg113300	AP2-EREBP	TFF
SoffiXsponR570.06Gg114000	WRKY	TFF
SoffiXsponR570.06Gg118400	MYB	TFF
SoffiXsponR570.06Gg121600	zf-BED	TFF
SoffiXsponR570.06Gg131100	TUB	TFF
SoffiXsponR570.06Gg132300	DDT	OTR
SoffiXsponR570.06Gg132500	NAC	TFF
SoffiXsponR570.06Gg132700	ARF	TFF
SoffiXsponR570.06Gg135100	WRKY	TFF
SoffiXsponR570.06Gg137300	bZIP	TFF
SoffiXsponR570.06Gg138300	WRKY	TFF
SoffiXsponR570.06Gg144200	MYB-related	TFF
SoffiXsponR570.06Gg147400	OFP	TFF
SoffiXsponR570.06Gg147500	WRKY	TFF
SoffiXsponR570.06Gg150200	Sigma70-like	TFF
SoffiXsponR570.06Gg150700	SET	OTR
SoffiXsponR570.06Gg152500	Sigma70-like	TFF
SoffiXsponR570.07Ag001100	GeBP	TFF
SoffiXsponR570.07Ag003700	C3H	TFF
SoffiXsponR570.07Ag009100	E2F-DP	TFF
SoffiXsponR570.07Ag015300	SET	OTR
SoffiXsponR570.07Ag019200	Top	TFF
SoffiXsponR570.07Ag019900	ARID	OTR
SoffiXsponR570.07Ag021500	Top	TFF
SoffiXsponR570.07Ag038000	bHLH	TFF
SoffiXsponR570.07Ag045600	bHLH	TFF
SoffiXsponR570.07Ag047800	ABI3VP1	TFF
SoffiXsponR570.07Ag048400	WRKY	TFF
SoffiXsponR570.07Ag059900	S1Fa-like	TFF
SoffiXsponR570.07Ag064200	OFP	TFF
SoffiXsponR570.07Ag067500	SWI/SNF-BAF60b	OTR
SoffiXsponR570.07Ag070500	SET	OTR
SoffiXsponR570.07Ag074800	zf-HD	TFF
SoffiXsponR570.07Ag076100	NAC	TFF
SoffiXsponR570.07Ag077900	ARF	TFF
SoffiXsponR570.07Ag077900	AUX/IAA	OTR
SoffiXsponR570.07Ag079600	AP2-EREBP	TFF
SoffiXsponR570.07Ag082100	GRAS	TFF
SoffiXsponR570.07Ag085500	FHA	TFF
SoffiXsponR570.07Ag090800	EIL	TFF
SoffiXsponR570.07Ag094400	MADS	TFF
SoffiXsponR570.07Ag096900	GNAT	OTR
SoffiXsponR570.07Ag100200	FAR1	TFF
SoffiXsponR570.07Ag101600	WRKY	TFF
SoffiXsponR570.07Ag104800	FAR1	TFF
SoffiXsponR570.07Ag106600	MYB-related	TFF
SoffiXsponR570.07Ag109100	TAZ	TFF
SoffiXsponR570.07Ag111000	GNAT	OTR
SoffiXsponR570.07Ag122900	MYB	TFF
SoffiXsponR570.07Ag123300	C1-4-t1	TFF
SoffiXsponR570.07Ag124900	MYB-related	TFF
SoffiXsponR570.07Ag128000	NAC	TFF
SoffiXsponR570.07Ag128700	MYB	TFF
SoffiXsponR570.07Ag130700	ARF	TFF
SoffiXsponR570.07Ag134600	TCP	TFF
SoffiXsponR570.07Ag136700	Top	TFF
SoffiXsponR570.07Ag140500	MYB	TFF
SoffiXsponR570.07Ag144400	C2C2-GATA	TFF
SoffiXsponR570.07Ag145400	Trihelix	TFF
SoffiXsponR570.07Ag146900	MYB-related	TFF
SoffiXsponR570.07Ag147900	C2C2-GATA	TFF
SoffiXsponR570.07Ag149500	AP2-EREBP	TFF
SoffiXsponR570.07Ag149600	AP2-EREBP	TFF
SoffiXsponR570.07Ag149700	AP2-EREBP	TFF
SoffiXsponR570.07Ag149800	AP2-EREBP	TFF
SoffiXsponR570.07Ag149900	AP2-EREBP	TFF
SoffiXsponR570.07Ag151100	MYB	TFF
SoffiXsponR570.07Ag151400	AP2-EREBP	TFF
SoffiXsponR570.07Ag151600	AP2-EREBP	TFF
SoffiXsponR570.07Ag151700	AP2-EREBP	TFF
SoffiXsponR570.07Ag153500	C2H2	TFF
SoffiXsponR570.07Ag155200	GRAS	TFF
SoffiXsponR570.07Ag157600	bHLH	TFF
SoffiXsponR570.07Ag158200	bHLH	TFF
SoffiXsponR570.07Ag162700	RWP-RK	TFF
SoffiXsponR570.07Ag163900	C2H2	TFF
SoffiXsponR570.07Ag168200	AP2-EREBP	TFF
SoffiXsponR570.07Ag168300	AP2-EREBP	TFF
SoffiXsponR570.07Ag172700	GRAS	TFF
SoffiXsponR570.07Ag180600	C2H2	TFF
SoffiXsponR570.07Ag180800	bHLH	TFF
SoffiXsponR570.07Ag182100	MYB	TFF
SoffiXsponR570.07Ag183100	MYB	TFF
SoffiXsponR570.07Ag184200	WRKY	TFF
SoffiXsponR570.07Ag185900	MYB-related	TFF
SoffiXsponR570.07Ag186600	GRF	TFF
SoffiXsponR570.07Ag189300	WRKY	TFF
SoffiXsponR570.07Ag193100	PHD	OTR
SoffiXsponR570.07Ag193600	AP2-EREBP	TFF
SoffiXsponR570.07Ag196100	Rcd1-like	OTR
SoffiXsponR570.07Ag201800	bHLH	TFF
SoffiXsponR570.07Ag209300	SET	OTR
SoffiXsponR570.07Ag217200	GNAT	OTR
SoffiXsponR570.07Ag219000	bZIP	TFF
SoffiXsponR570.07Ag231300	Tify	TFF
SoffiXsponR570.07Ag231500	AUX/IAA	OTR
SoffiXsponR570.07Ag238900	BSD	TFF
SoffiXsponR570.07Ag245000	AP2-EREBP	TFF
SoffiXsponR570.07Ag248100	ARF	TFF
SoffiXsponR570.07Ag248100	AUX/IAA	OTR
SoffiXsponR570.07Ag252400	ABI3VP1	TFF
SoffiXsponR570.07Ag252500	MYB	TFF
SoffiXsponR570.07Ag253400	Top	TFF
SoffiXsponR570.07Ag260000	OFP	TFF
SoffiXsponR570.07Ag263400	TUB	TFF
SoffiXsponR570.07Ag266100	NAC	TFF
SoffiXsponR570.07Bg004100	NAC	TFF
SoffiXsponR570.07Bg004700	C2H2	TFF
SoffiXsponR570.07Bg008400	MYB-related	TFF
SoffiXsponR570.07Bg015200	SET	OTR
SoffiXsponR570.07Bg019300	Top	TFF
SoffiXsponR570.07Bg019800	ARID	OTR
SoffiXsponR570.07Bg021300	Top	TFF
SoffiXsponR570.07Bg033000	MYB	TFF
SoffiXsponR570.07Bg051200	ABI3VP1	TFF
SoffiXsponR570.07Bg052400	ABI3VP1	TFF
SoffiXsponR570.07Bg053000	TIG	TFF
SoffiXsponR570.07Bg057700	Tify	TFF
SoffiXsponR570.07Bg060500	AP2-EREBP	TFF
SoffiXsponR570.07Bg064400	zf-BED	TFF
SoffiXsponR570.07Bg067300	S1Fa-like	TFF
SoffiXsponR570.07Bg071700	OFP	TFF
SoffiXsponR570.07Bg072500	E2F-DP	TFF
SoffiXsponR570.07Bg075200	SWI/SNF-BAF60b	OTR
SoffiXsponR570.07Bg082700	NAC	TFF
SoffiXsponR570.07Bg085400	FAR1	TFF
SoffiXsponR570.07Bg085700	bHLH	TFF
SoffiXsponR570.07Bg086000	ARF	TFF
SoffiXsponR570.07Bg088000	AP2-EREBP	TFF
SoffiXsponR570.07Bg090200	GRAS	TFF
SoffiXsponR570.07Bg090300	GRAS	TFF
SoffiXsponR570.07Bg093900	FHA	TFF
SoffiXsponR570.07Bg103900	GNAT	OTR
SoffiXsponR570.07Bg107300	FAR1	TFF
SoffiXsponR570.07Bg108300	MYB-related	TFF
SoffiXsponR570.07Bg108300	MYB	TFF
SoffiXsponR570.07Bg108500	C2H2	TFF
SoffiXsponR570.07Bg110700	WRKY	TFF
SoffiXsponR570.07Bg111300	C2H2	TFF
SoffiXsponR570.07Bg112800	FAR1	TFF
SoffiXsponR570.07Bg114800	MYB-related	TFF
SoffiXsponR570.07Bg117100	TAZ	TFF
SoffiXsponR570.07Bg118300	GNAT	OTR
SoffiXsponR570.07Bg119200	Trihelix	TFF
SoffiXsponR570.07Bg120600	bHLH	TFF
SoffiXsponR570.07Bg126000	RWP-RK	TFF
SoffiXsponR570.07Bg127000	C2C2-CO-like	TFF
SoffiXsponR570.07Bg135300	MYB	TFF
SoffiXsponR570.07Bg135700	C1-4-t1	TFF
SoffiXsponR570.07Bg137000	MYB-related	TFF
SoffiXsponR570.07Bg140400	NAC	TFF
SoffiXsponR570.07Bg141200	MYB	TFF
SoffiXsponR570.07Bg146900	TCP	TFF
SoffiXsponR570.07Bg154100	MYB	TFF
SoffiXsponR570.07Bg155700	C2C2-YABBY	TFF
SoffiXsponR570.07Bg158000	C2C2-GATA	TFF
SoffiXsponR570.07Bg158900	Trihelix	TFF
SoffiXsponR570.07Bg160800	SET	OTR
SoffiXsponR570.07Bg161100	C2C2-GATA	TFF
SoffiXsponR570.07Bg163100	AP2-EREBP	TFF
SoffiXsponR570.07Bg163200	AP2-EREBP	TFF
SoffiXsponR570.07Bg164900	AP2-EREBP	TFF
SoffiXsponR570.07Bg165000	AP2-EREBP	TFF
SoffiXsponR570.07Bg165100	AP2-EREBP	TFF
SoffiXsponR570.07Bg171100	bHLH	TFF
SoffiXsponR570.07Bg174900	RWP-RK	TFF
SoffiXsponR570.07Bg175100	HMG	OTR
SoffiXsponR570.07Bg176200	C2H2	TFF
SoffiXsponR570.07Bg179900	AP2-EREBP	TFF
SoffiXsponR570.07Bg180000	AP2-EREBP	TFF
SoffiXsponR570.07Bg183100	OFP	TFF
SoffiXsponR570.07Bg184600	GRAS	TFF
SoffiXsponR570.07Bg185700	ABI3VP1	TFF
SoffiXsponR570.07Bg187100	MYB-related	TFF
SoffiXsponR570.07Bg192000	C2H2	TFF
SoffiXsponR570.07Bg192300	bHLH	TFF
SoffiXsponR570.07Bg193400	Top	TFF
SoffiXsponR570.07Bg193500	MYB-related	TFF
SoffiXsponR570.07Bg193500	MYB	TFF
SoffiXsponR570.07Bg194500	MYB	TFF
SoffiXsponR570.07Bg196000	WRKY	TFF
SoffiXsponR570.07Bg197600	MYB-related	TFF
SoffiXsponR570.07Bg198400	GRF	TFF
SoffiXsponR570.07Bg205400	AP2-EREBP	TFF
SoffiXsponR570.07Bg209100	MADS	TFF
SoffiXsponR570.07Bg215900	zf-BED	TFF
SoffiXsponR570.07Bg217400	FAR1	TFF
SoffiXsponR570.07Bg224100	CSD	TFF
SoffiXsponR570.07Bg230000	bZIP	TFF
SoffiXsponR570.07Bg232900	bHLH	TFF
SoffiXsponR570.07Bg236700	AP2-EREBP	TFF
SoffiXsponR570.07Bg236800	AP2-EREBP	TFF
SoffiXsponR570.07Bg240700	Tify	TFF
SoffiXsponR570.07Bg241100	AUX/IAA	OTR
SoffiXsponR570.07Bg241400	AP2-EREBP	TFF
SoffiXsponR570.07Bg250200	C3H	TFF
SoffiXsponR570.07Bg255600	C3H	TFF
SoffiXsponR570.07Bg255800	ARF	TFF
SoffiXsponR570.07Bg260700	ABI3VP1	TFF
SoffiXsponR570.07Bg260800	MYB	TFF
SoffiXsponR570.07Bg261900	Top	TFF
SoffiXsponR570.07Bg267100	CCAAT	TFF
SoffiXsponR570.07Bg269200	OFP	TFF
SoffiXsponR570.07Bg272500	TUB	TFF
SoffiXsponR570.07Bg280700	bZIP	TFF
SoffiXsponR570.07Cg009900	MYB-related	TFF
SoffiXsponR570.07Cg016500	SET	OTR
SoffiXsponR570.07Cg022400	ARID	OTR
SoffiXsponR570.07Cg026200	ABI3VP1	TFF
SoffiXsponR570.07Cg026300	ABI3VP1	TFF
SoffiXsponR570.07Cg039800	bHLH	TFF
SoffiXsponR570.07Cg039900	bHLH	TFF
SoffiXsponR570.07Cg046400	bHLH	TFF
SoffiXsponR570.07Cg050100	CAMTA	TFF
SoffiXsponR570.07Cg055500	Tify	TFF
SoffiXsponR570.07Cg064600	S1Fa-like	TFF
SoffiXsponR570.07Cg069100	OFP	TFF
SoffiXsponR570.07Cg074100	SET	OTR
SoffiXsponR570.07Cg077400	SET	OTR
SoffiXsponR570.07Cg079500	GRAS	TFF
SoffiXsponR570.07Cg081800	NAC	TFF
SoffiXsponR570.07Cg085100	bHLH	TFF
SoffiXsponR570.07Cg085500	ARF	TFF
SoffiXsponR570.07Cg085600	AUX/IAA	OTR
SoffiXsponR570.07Cg087200	AP2-EREBP	TFF
SoffiXsponR570.07Cg090000	GRAS	TFF
SoffiXsponR570.07Cg093700	FHA	TFF
SoffiXsponR570.07Cg099200	EIL	TFF
SoffiXsponR570.07Cg102900	MYB	TFF
SoffiXsponR570.07Cg106100	GNAT	OTR
SoffiXsponR570.07Cg114800	FAR1	TFF
SoffiXsponR570.07Cg120800	GNAT	OTR
SoffiXsponR570.07Cg127500	RWP-RK	TFF
SoffiXsponR570.07Cg128500	C2C2-CO-like	TFF
SoffiXsponR570.07Cg141700	NAC	TFF
SoffiXsponR570.07Cg142500	MYB	TFF
SoffiXsponR570.07Cg153900	C2C2-YABBY	TFF
SoffiXsponR570.07Cg155800	C2C2-GATA	TFF
SoffiXsponR570.07Cg161200	AP2-EREBP	TFF
SoffiXsponR570.07Cg161500	AP2-EREBP	TFF
SoffiXsponR570.07Cg161600	AP2-EREBP	TFF
SoffiXsponR570.07Cg161700	AP2-EREBP	TFF
SoffiXsponR570.07Cg163200	AP2-EREBP	TFF
SoffiXsponR570.07Cg163400	AP2-EREBP	TFF
SoffiXsponR570.07Cg168800	bHLH	TFF
SoffiXsponR570.07Cg169200	bHLH	TFF
SoffiXsponR570.07Cg173500	RWP-RK	TFF
SoffiXsponR570.07Cg173700	HMG	OTR
SoffiXsponR570.07Cg178700	AP2-EREBP	TFF
SoffiXsponR570.07Cg178800	AP2-EREBP	TFF
SoffiXsponR570.07Cg183700	MADS	TFF
SoffiXsponR570.07Cg185600	MYB-related	TFF
SoffiXsponR570.07Cg190700	bHLH	TFF
SoffiXsponR570.07Cg191100	PLATZ	TFF
SoffiXsponR570.07Cg191800	MYB	TFF
SoffiXsponR570.07Cg194400	WRKY	TFF
SoffiXsponR570.07Cg195700	MYB-related	TFF
SoffiXsponR570.07Cg196400	GRF	TFF
SoffiXsponR570.07Cg212800	NAC	TFF
SoffiXsponR570.07Cg213100	NAC	TFF
SoffiXsponR570.07Cg214600	zf-BED	TFF
SoffiXsponR570.07Cg220600	SET	OTR
SoffiXsponR570.07Cg223200	CSD	TFF
SoffiXsponR570.07Cg228100	GNAT	OTR
SoffiXsponR570.07Cg229900	bZIP	TFF
SoffiXsponR570.07Cg233100	bHLH	TFF
SoffiXsponR570.07Cg236900	AP2-EREBP	TFF
SoffiXsponR570.07Cg237000	AP2-EREBP	TFF
SoffiXsponR570.07Cg242000	Tify	TFF
SoffiXsponR570.07Cg242400	AUX/IAA	OTR
SoffiXsponR570.07Cg242600	AP2-EREBP	TFF
SoffiXsponR570.07Cg243100	FAR1	TFF
SoffiXsponR570.07Cg252100	SWI/SNF-BAF60b	OTR
SoffiXsponR570.07Cg258200	C3H	TFF
SoffiXsponR570.07Cg258400	ARF	TFF
SoffiXsponR570.07Cg258400	AUX/IAA	OTR
SoffiXsponR570.07Cg263700	MYB	TFF
SoffiXsponR570.07Cg271400	OFP	TFF
SoffiXsponR570.07Cg274800	TUB	TFF
SoffiXsponR570.07Cg277500	NAC	TFF
SoffiXsponR570.07Cg278800	PHD	OTR
SoffiXsponR570.07Cg281000	NAC	TFF
SoffiXsponR570.07Dg010100	Top	TFF
SoffiXsponR570.07Dg014400	Top	TFF
SoffiXsponR570.07Dg016900	ABI3VP1	TFF
SoffiXsponR570.07Dg023400	MYB	TFF
SoffiXsponR570.07Dg038200	bHLH	TFF
SoffiXsponR570.07Dg040700	ABI3VP1	TFF
SoffiXsponR570.07Dg040900	ABI3VP1	TFF
SoffiXsponR570.07Dg041100	ABI3VP1	TFF
SoffiXsponR570.07Dg042400	TIG	TFF
SoffiXsponR570.07Dg045200	ARF	TFF
SoffiXsponR570.07Dg047300	Tify	TFF
SoffiXsponR570.07Dg055600	S1Fa-like	TFF
SoffiXsponR570.07Dg059900	OFP	TFF
SoffiXsponR570.07Dg063900	E2F-DP	TFF
SoffiXsponR570.07Dg068700	AP2-EREBP	TFF
SoffiXsponR570.07Dg068800	bHLH	TFF
SoffiXsponR570.07Dg077500	ARF	TFF
SoffiXsponR570.07Dg077500	AUX/IAA	OTR
SoffiXsponR570.07Dg079700	AP2-EREBP	TFF
SoffiXsponR570.07Dg080400	RWP-RK	TFF
SoffiXsponR570.07Dg085900	bHLH	TFF
SoffiXsponR570.07Dg087200	Trihelix	TFF
SoffiXsponR570.07Dg095400	NAC	TFF
SoffiXsponR570.07Dg095500	C2H2	TFF
SoffiXsponR570.07Dg098500	C2H2	TFF
SoffiXsponR570.07Dg098700	MYB-related	TFF
SoffiXsponR570.07Dg099600	FAR1	TFF
SoffiXsponR570.07Dg102900	GNAT	OTR
SoffiXsponR570.07Dg106000	MYB	TFF
SoffiXsponR570.07Dg122300	MYB	TFF
SoffiXsponR570.07Dg122700	C1-4-t1	TFF
SoffiXsponR570.07Dg127600	NAC	TFF
SoffiXsponR570.07Dg128400	MYB	TFF
SoffiXsponR570.07Dg130400	ARF	TFF
SoffiXsponR570.07Dg136100	Top	TFF
SoffiXsponR570.07Dg143700	C2C2-GATA	TFF
SoffiXsponR570.07Dg145500	AP2-EREBP	TFF
SoffiXsponR570.07Dg147400	WRKY	TFF
SoffiXsponR570.07Dg147600	C2C2-GATA	TFF
SoffiXsponR570.07Dg147900	SET	OTR
SoffiXsponR570.07Dg148600	MYB-related	TFF
SoffiXsponR570.07Dg149800	Trihelix	TFF
SoffiXsponR570.07Dg152800	AP2-EREBP	TFF
SoffiXsponR570.07Dg152900	AP2-EREBP	TFF
SoffiXsponR570.07Dg153000	AP2-EREBP	TFF
SoffiXsponR570.07Dg154800	C2H2	TFF
SoffiXsponR570.07Dg158900	bHLH	TFF
SoffiXsponR570.07Dg159100	bHLH	TFF
SoffiXsponR570.07Dg163900	RWP-RK	TFF
SoffiXsponR570.07Dg164100	HMG	OTR
SoffiXsponR570.07Dg164700	C2H2	TFF
SoffiXsponR570.07Dg165800	C2C2-Dof	TFF
SoffiXsponR570.07Dg168400	AP2-EREBP	TFF
SoffiXsponR570.07Dg168500	AP2-EREBP	TFF
SoffiXsponR570.07Dg173100	GRAS	TFF
SoffiXsponR570.07Dg176200	MYB-related	TFF
SoffiXsponR570.07Dg186300	SET	OTR
SoffiXsponR570.07Dg194300	bZIP	TFF
SoffiXsponR570.07Dg201400	AP2-EREBP	TFF
SoffiXsponR570.07Dg205200	Tify	TFF
SoffiXsponR570.07Dg205600	AUX/IAA	OTR
SoffiXsponR570.07Dg205800	AP2-EREBP	TFF
SoffiXsponR570.07Dg209800	TRAF	OTR
SoffiXsponR570.07Dg214000	ARF	TFF
SoffiXsponR570.07Dg214700	SWI/SNF-BAF60b	OTR
SoffiXsponR570.07Dg217500	AP2-EREBP	TFF
SoffiXsponR570.07Dg220400	ARF	TFF
SoffiXsponR570.07Dg224500	MYB	TFF
SoffiXsponR570.07Dg225400	Top	TFF
SoffiXsponR570.07Dg232400	OFP	TFF
SoffiXsponR570.07Dg235600	TUB	TFF
SoffiXsponR570.07Dg237400	NAC	TFF
SoffiXsponR570.07Eg002700	C3H	TFF
SoffiXsponR570.07Eg003700	TCP	TFF
SoffiXsponR570.07Eg009200	MYB	TFF
SoffiXsponR570.07Eg023100	bHLH	TFF
SoffiXsponR570.07Eg025100	ABI3VP1	TFF
SoffiXsponR570.07Eg025600	TIG	TFF
SoffiXsponR570.07Eg028800	AP2-EREBP	TFF
SoffiXsponR570.07Eg029600	zf-BED	TFF
SoffiXsponR570.07Eg034400	S1Fa-like	TFF
SoffiXsponR570.07Eg040500	FHA	TFF
SoffiXsponR570.07Eg049100	MADS	TFF
SoffiXsponR570.07Eg051900	GNAT	OTR
SoffiXsponR570.07Eg055500	MYB-related	TFF
SoffiXsponR570.07Eg058700	C2H2	TFF
SoffiXsponR570.07Eg058800	NAC	TFF
SoffiXsponR570.07Eg060000	FAR1	TFF
SoffiXsponR570.07Eg061900	MYB-related	TFF
SoffiXsponR570.07Eg064200	TAZ	TFF
SoffiXsponR570.07Eg066000	GNAT	OTR
SoffiXsponR570.07Eg068000	bHLH	TFF
SoffiXsponR570.07Eg073900	RWP-RK	TFF
SoffiXsponR570.07Eg074900	C2C2-CO-like	TFF
